movieid,Total_number_of_Users,Total_ratings,Average_ratings
3437,12,24.0,2.00
3438,534,1430.0,2.68
3439,251,534.0,2.13
3440,188,361.0,1.92
3441,475,1556.0,3.28
3442,39,90.0,2.31
3443,5,19.0,3.80
3444,222,716.0,3.23
3445,139,444.0,3.19
3446,39,133.0,3.41
3447,72,268.0,3.72
3448,1082,4040.0,3.73
3449,34,101.0,2.97
3450,809,2763.0,3.42
3451,350,1372.0,3.92
3452,331,1040.0,3.14
3453,89,221.0,2.48
3454,43,116.0,2.70
3456,65,256.0,3.94
3457,141,422.0,2.99
3458,1,3.0,3.00
3459,62,172.0,2.77
3460,1,1.0,1.00
3461,353,1294.0,3.67
3462,305,1292.0,4.24
3463,10,18.0,1.80
3464,20,49.0,2.45
3465,18,50.0,2.78
3466,219,777.0,3.55
3467,279,1122.0,4.02
3468,450,1908.0,4.24
3469,268,1147.0,4.28
3470,92,398.0,4.33
3471,1451,5825.0,4.01
3472,4,7.0,1.75
3473,24,82.0,3.42
3474,16,51.0,3.19
3475,134,531.0,3.96
3476,667,2387.0,3.58
3477,271,825.0,3.04
3478,266,886.0,3.33
3479,542,1991.0,3.67
3480,155,562.0,3.63
3481,1373,5394.0,3.93
3482,3,9.0,3.00
3483,168,506.0,3.01
3484,302,824.0,2.73
3485,2,3.0,1.50
3486,10,31.0,3.10
3487,68,253.0,3.72
3488,22,44.0,2.00
3489,722,2179.0,3.02
3490,17,45.0,2.65
3491,66,194.0,2.94
3492,14,50.0,3.57
3493,2,2.0,1.00
3494,320,1196.0,3.74
3495,12,45.0,3.75
3496,59,190.0,3.22
3497,96,293.0,3.05
3498,295,1182.0,4.01
3499,884,3382.0,3.83
3500,177,480.0,2.71
3501,269,954.0,3.55
3502,88,309.0,3.51
3503,143,494.0,3.45
3504,688,2766.0,4.02
3505,355,1375.0,3.87
3506,167,562.0,3.37
3507,389,1569.0,4.03
3508,365,1476.0,4.04
3509,92,262.0,2.85
3510,821,3086.0,3.76
3511,66,171.0,2.59
3512,454,1671.0,3.68
3513,420,1406.0,3.35
3514,62,196.0,3.16
3515,192,612.0,3.19
3516,227,855.0,3.77
3517,2,9.0,4.50
3518,54,155.0,2.87
3519,199,666.0,3.35
3520,32,82.0,2.56
3521,188,729.0,3.88
3522,3,12.0,4.00
3523,8,25.0,3.13
3524,534,1830.0,3.43
3525,360,1130.0,3.14
3526,811,3057.0,3.77
3527,1297,4739.0,3.65
3528,321,1013.0,3.16
3529,155,538.0,3.47
3530,1,4.0,4.00
3531,27,82.0,3.04
3532,21,79.0,3.76
3533,7,23.0,3.29
3534,505,1548.0,3.07
3535,630,2028.0,3.22
3536,489,1833.0,3.75
3537,34,113.0,3.32
3538,176,645.0,3.66
3539,39,150.0,3.85
3540,28,77.0,2.75
3542,2,6.0,3.00
3543,839,3291.0,3.92
3544,97,283.0,2.92
3545,443,1729.0,3.90
3546,223,830.0,3.72
3547,77,292.0,3.79
3548,274,1051.0,3.84
3549,260,986.0,3.79
3550,160,549.0,3.43
3551,400,1572.0,3.93
3552,967,3720.0,3.85
3553,82,227.0,2.77
3554,119,411.0,3.45
3555,908,3214.0,3.54
3556,328,1191.0,3.63
3557,116,336.0,2.90
3559,30,110.0,3.67
3562,26,79.0,3.04
3563,13,25.0,1.92
3564,128,231.0,1.80
3565,277,905.0,3.27
3566,304,1025.0,3.37
3567,35,119.0,3.40
3568,26,85.0,3.27
3569,37,124.0,3.35
3570,10,39.0,3.90
3571,127,429.0,3.38
3572,77,133.0,1.73
3573,26,38.0,1.46
3574,17,18.0,1.06
3575,3,10.0,3.33
3576,284,1046.0,3.68
3577,60,159.0,2.65
3578,1924,7900.0,4.11
3579,68,169.0,2.49
3580,29,89.0,3.07
3581,14,39.0,2.79
3584,129,357.0,2.77
3585,19,73.0,3.84
3586,28,95.0,3.39
3587,30,90.0,3.00
3588,48,160.0,3.33
3590,85,243.0,2.86
3591,628,2140.0,3.41
3592,8,20.0,2.50
3593,342,551.0,1.61
3594,182,601.0,3.30
3595,4,12.0,3.00
3596,60,152.0,2.53
3597,37,101.0,2.73
3598,179,619.0,3.46
3599,103,374.0,3.63
3600,121,342.0,2.83
3601,2,8.0,4.00
3602,49,146.0,2.98
3603,3,10.0,3.33
3604,122,451.0,3.70
3605,51,158.0,3.10
3606,169,666.0,3.94
3607,1,5.0,5.00
3608,861,2932.0,3.41
3609,4,16.0,4.00
3610,34,86.0,2.53
3611,15,46.0,3.07
3612,30,109.0,3.63
3613,94,353.0,3.76
3614,542,1745.0,3.22
3615,345,1110.0,3.22
3616,138,339.0,2.46
3617,419,1369.0,3.27
3618,369,1244.0,3.37
3619,92,300.0,3.26
3620,50,150.0,3.00
3621,3,5.0,1.67
3622,84,322.0,3.83
3623,1313,4196.0,3.20
3624,791,2891.0,3.65
3625,16,61.0,3.81
3626,49,121.0,2.47
3627,107,372.0,3.48
3628,101,345.0,3.42
3629,275,1152.0,4.19
3631,3,8.0,2.67
3632,40,144.0,3.60
3633,353,1222.0,3.46
3634,165,702.0,4.25
3635,487,1756.0,3.61
3636,9,25.0,2.78
3637,20,79.0,3.95
3638,652,2081.0,3.19
3639,461,1673.0,3.63
3640,12,41.0,3.42
3641,8,22.0,2.75
3642,13,40.0,3.08
3643,101,347.0,3.44
3644,17,57.0,3.35
3645,18,65.0,3.61
3646,180,440.0,2.44
3647,1,4.0,4.00
3648,9,24.0,2.67
3649,295,935.0,3.17
3651,2,2.0,1.00
3652,5,15.0,3.00
3653,149,565.0,3.79
3654,502,1990.0,3.96
3655,50,189.0,3.78
3656,1,5.0,5.00
3657,6,22.0,3.67
3658,69,252.0,3.65
3659,38,122.0,3.21
3660,157,449.0,2.86
3661,82,181.0,2.21
3662,92,193.0,2.10
3663,58,108.0,1.86
3664,54,91.0,1.69
3665,26,45.0,1.73
3666,6,10.0,1.67
3667,35,67.0,1.91
3668,356,1394.0,3.92
3669,71,169.0,2.38
3670,21,77.0,3.67
3671,1119,4529.0,4.05
3672,156,463.0,2.97
3673,31,72.0,2.32
3674,47,122.0,2.60
3675,271,1037.0,3.83
3676,199,690.0,3.47
3677,45,175.0,3.89
3678,90,338.0,3.76
3679,62,265.0,4.27
3680,47,185.0,3.94
3681,325,1273.0,3.92
3682,210,775.0,3.69
3683,628,2649.0,4.22
3684,358,1208.0,3.37
3685,545,1958.0,3.59
3686,413,1344.0,3.25
3687,2,4.0,2.00
3688,339,927.0,2.73
3689,141,288.0,2.04
3690,122,249.0,2.04
3691,42,108.0,2.57
3692,58,133.0,2.29
3693,182,491.0,2.70
3694,62,115.0,1.85
3695,53,96.0,1.81
3696,65,166.0,2.55
3697,643,1844.0,2.87
3698,730,2335.0,3.20
3699,865,2994.0,3.46
3700,246,882.0,3.59
3701,504,1625.0,3.22
3702,1066,3906.0,3.66
3703,1034,3799.0,3.67
3704,722,2286.0,3.17
3705,380,982.0,2.58
3706,448,1525.0,3.40
3707,237,731.0,3.08
3708,267,796.0,2.98
3709,113,270.0,2.39
3710,185,417.0,2.25
3711,33,106.0,3.21
3712,365,1179.0,3.23
3713,85,318.0,3.74
3714,66,207.0,3.14
3715,88,216.0,2.45
3716,67,159.0,2.37
3717,584,1737.0,2.97
3718,61,202.0,3.31
3719,45,136.0,3.02
3720,87,319.0,3.67
3721,24,62.0,2.58
3722,1,2.0,2.00
3723,269,1003.0,3.73
3724,195,725.0,3.72
3725,112,344.0,3.07
3726,98,350.0,3.57
3727,148,549.0,3.71
3728,148,586.0,3.96
3729,222,758.0,3.41
3730,453,1925.0,4.25
3731,43,146.0,3.40
3732,71,212.0,2.99
3733,289,1109.0,3.84
3734,57,199.0,3.49
3735,495,1971.0,3.98
3736,39,148.0,3.79
3737,50,200.0,4.00
3738,77,266.0,3.45
3739,40,159.0,3.98
3740,584,1994.0,3.41
3741,241,983.0,4.08
3742,234,929.0,3.97
3743,77,200.0,2.60
3744,421,1365.0,3.24
3745,535,1809.0,3.38
3746,69,266.0,3.86
3747,148,555.0,3.75
3748,2,6.0,3.00
3749,22,69.0,3.14
3751,1329,5156.0,3.88
3752,560,1680.0,3.00
3753,1240,4644.0,3.75
3754,206,514.0,2.50
3755,1013,3395.0,3.35
3756,24,84.0,3.50
3757,17,48.0,2.82
3758,120,331.0,2.76
3759,35,114.0,3.26
3760,305,1062.0,3.48
3761,28,83.0,2.96
3762,3,4.0,1.33
3763,701,2503.0,3.57
3764,245,647.0,2.64
3765,46,131.0,2.85
3766,191,485.0,2.54
3767,104,217.0,2.09
3768,81,175.0,2.16
3769,190,643.0,3.38
3770,338,1173.0,3.47
3771,151,513.0,3.40
3772,3,5.0,1.67
3773,171,482.0,2.82
3774,64,126.0,1.97
3775,20,65.0,3.25
3776,24,80.0,3.33
3777,11,24.0,2.18
3778,6,17.0,2.83
3779,1,3.0,3.00
3780,41,127.0,3.10
3781,29,75.0,2.59
3782,44,120.0,2.73
3783,235,947.0,4.03
3784,165,534.0,3.24
3785,613,1846.0,3.01
3786,184,598.0,3.25
3787,63,243.0,3.86
3788,246,937.0,3.81
3789,156,655.0,4.20
3790,51,172.0,3.37
3791,435,1334.0,3.07
3792,72,256.0,3.56
3793,1511,5773.0,3.82
3794,121,397.0,3.28
3795,66,225.0,3.41
3796,13,44.0,3.38
3797,29,64.0,2.21
3798,463,1544.0,3.33
3799,100,162.0,1.62
3800,3,7.0,2.33
3801,199,842.0,4.23
3802,304,735.0,2.42
3803,9,32.0,3.56
3804,43,109.0,2.53
3805,34,95.0,2.79
3806,58,189.0,3.26
3807,106,347.0,3.27
3808,44,177.0,4.02
3809,817,2776.0,3.40
3810,83,260.0,3.13
3811,360,1477.0,4.10
3812,285,1014.0,3.56
3813,83,273.0,3.29
3814,219,881.0,4.02
3816,38,143.0,3.76
3817,16,51.0,3.19
3818,7,17.0,2.43
3819,245,986.0,4.02
3820,37,67.0,1.81
3821,248,655.0,2.64
3822,70,263.0,3.76
3823,66,237.0,3.59
3824,117,249.0,2.13
3825,201,555.0,2.76
3826,405,1028.0,2.54
3827,478,1617.0,3.38
3828,2,5.0,2.50
3830,25,72.0,2.88
3831,186,692.0,3.72
3832,21,69.0,3.29
3833,56,142.0,2.54
3834,176,497.0,2.82
3835,178,482.0,2.71
3836,375,1466.0,3.91
3837,89,257.0,2.89
3838,42,110.0,2.62
3839,47,124.0,2.64
3840,112,285.0,2.54
3841,306,843.0,2.75
3842,1,3.0,3.00
3843,30,79.0,2.63
3844,408,1466.0,3.59
3845,28,95.0,3.39
3846,138,434.0,3.14
3847,25,74.0,2.96
3848,20,62.0,3.10
3849,43,174.0,4.05
3850,13,38.0,2.92
3851,40,158.0,3.95
3852,208,769.0,3.70
3853,13,46.0,3.54
3854,20,73.0,3.65
3855,39,143.0,3.67
3857,60,160.0,2.67
3858,69,218.0,3.16
3859,82,318.0,3.88
3860,16,51.0,3.19
3861,241,748.0,3.10
3862,20,62.0,3.10
3863,658,2146.0,3.26
3864,143,385.0,2.69
3865,147,475.0,3.23
3866,6,19.0,3.17
3867,12,40.0,3.33
3868,692,2547.0,3.68
3869,431,1331.0,3.09
3870,49,189.0,3.86
3871,305,1171.0,3.84
3872,102,391.0,3.83
3873,280,1027.0,3.67
3874,24,72.0,3.00
3875,5,14.0,2.80
3876,4,8.0,2.00
3877,182,368.0,2.02
3878,12,34.0,2.83
3879,144,401.0,2.78
3880,18,63.0,3.50
3881,1,5.0,5.00
3882,234,766.0,3.27
3883,15,41.0,2.73
3884,40,95.0,2.38
3885,26,81.0,3.12
3886,40,120.0,3.00
3887,4,12.0,3.00
3888,2,9.0,4.50
3889,135,326.0,2.41
3890,1,3.0,3.00
3891,7,12.0,1.71
3892,10,27.0,2.70
3893,559,1958.0,3.50
3894,21,67.0,3.19
3895,94,220.0,2.34
3896,179,594.0,3.32
3897,994,4201.0,4.23
3898,45,123.0,2.73
3899,3,5.0,1.67
3900,33,92.0,2.79
3901,106,281.0,2.65
3902,24,75.0,3.13
3903,52,182.0,3.50
3904,1,1.0,1.00
3905,8,31.0,3.88
3906,32,101.0,3.16
3908,92,201.0,2.18
3909,69,185.0,2.68
3910,200,764.0,3.82
3911,657,2676.0,4.07
3912,40,92.0,2.30
3913,32,93.0,2.91
3914,70,233.0,3.33
3915,127,446.0,3.51
3916,437,1715.0,3.92
3917,279,868.0,3.11
3918,167,468.0,2.80
3919,87,194.0,2.23
3920,66,245.0,3.71
3921,47,124.0,2.64
3922,39,101.0,2.59
3923,104,268.0,2.58
3924,26,76.0,2.92
3925,124,478.0,3.85
3926,180,605.0,3.36
3927,348,1246.0,3.58
3928,206,709.0,3.44
3929,147,587.0,3.99
3930,223,726.0,3.26
3931,27,55.0,2.04
3932,232,870.0,3.75
3933,16,36.0,2.25
3934,28,85.0,3.04
3935,23,69.0,3.00
3936,112,417.0,3.72
3937,135,397.0,2.94
3938,27,52.0,1.93
3939,26,51.0,1.96
3940,15,26.0,1.73
3941,22,45.0,2.05
3942,28,50.0,1.79
3943,96,293.0,3.05
3944,9,19.0,2.11
3945,43,64.0,1.49
3946,100,226.0,2.26
3947,55,191.0,3.47
3948,862,3134.0,3.64
3949,304,1251.0,4.12
3950,54,198.0,3.67
3951,40,156.0,3.90
3952,388,1467.0,3.78
